product_id,brand,category,subcategory,product_name,size_g,is_organic,origin_state,rating,reviews_count,price,product_text
P0116,DesiKitchen,Black Pepper,Whole,DesiKitchen Black Pepper Whole 50g,50,0,Tamil Nadu,3.62,22,6.81,"Black Pepper Whole — sun-dried, slow-roasted profile, rich color. Sourced from Tamil Nadu. Great for soups, chai. Attributes: steam-sterilized."
P0117,SpiceCraft,Coriander,Powder,SpiceCraft Organic Coriander Powder 500g,500,1,Rajasthan,4.41,60,22.87,"Organic Coriander Powder — aromatic sweetness, subtle citrus finish. Sourced from Rajasthan. Great for chai, lentils. Attributes: non-GMO, stone-ground."
P0119,AromaLeaf,Cinnamon,Powder,AromaLeaf Cinnamon Powder 200g,200,0,Sri Lanka,4.23,41,19.93,"Cinnamon Powder — earthy aroma, bold heat. Sourced from Sri Lanka. Great for lentils, biryani. Attributes: organic, stone-ground."
P0120,MasalaWorks,Turmeric,Powder,MasalaWorks Turmeric Powder 50g,50,0,Maharashtra,3.77,24,3.67,"Turmeric Powder — warm, nutty notes, earthy aroma, sun-dried. Sourced from Maharashtra. Great for soups, marinades. Attributes: pesticide-free."
P0121,AromaLeaf,Star Anise,Whole,AromaLeaf Organic Star Anise Whole 200g,200,1,Assam,3.85,11,23.74,"Organic Star Anise Whole — rich color, vibrant hue. Sourced from Assam. Great for marinades. Attributes: organic."
P0122,AromaLeaf,Cumin,Powder,AromaLeaf Cumin Powder 250g,250,0,Gujarat,3.62,5,12.29,"Cumin Powder — slow-roasted profile, vibrant hue. Sourced from Gujarat. Great for chai, pickles. Attributes: organic, stone-ground."
P0123,SpiceMaster,Garam Masala,Blend,SpiceMaster Garam Masala Blend 75g,75,0,Maharashtra,4.02,15,7.24,"Garam Masala Blend — pungent and sharp, warm, nutty notes, bold heat. Sourced from Maharashtra. Great for pickles, soups. Attributes: stone-ground, non-GMO."
P0124,MasalaWorks,Red Chilli,Powder,MasalaWorks Red Chilli Powder 50g,50,0,Karnataka,3.77,52,3.65,"Red Chilli Powder — handpicked quality, subtle citrus finish. Sourced from Karnataka. Great for lentils, marinades. Attributes: organic."
P0125,MasalaWorks,Turmeric,Powder,MasalaWorks Turmeric Powder 75g,75,0,Odisha,4.17,50,5.84,"Turmeric Powder — sun-dried, single-origin, warm, nutty notes. Sourced from Odisha. Great for lentils, grills. Attributes: organic."
P0126,DesiKitchen,Garam Masala,Blend,DesiKitchen Garam Masala Blend 100g,100,0,Delhi,3.96,22,8.42,"Garam Masala Blend — vibrant hue, slow-roasted profile, subtle citrus finish. Sourced from Delhi. Great for grills, desserts. Attributes: non-GMO, steam-sterilized."
P0127,PureSpice,Cumin,Seeds,PureSpice Organic Cumin Seeds 100g,100,1,Gujarat,4.42,8,7.37,"Organic Cumin Seeds — stone-ground texture, bold heat, earthy aroma. Sourced from Gujarat. Great for chai, grills. Attributes: steam-sterilized, pesticide-free."
P0128,KeralaGold,Cardamom,Green Pods,KeralaGold Organic Cardamom Green Pods 200g,200,1,Karnataka,4.07,60,41.4,"Organic Cardamom Green Pods — aromatic sweetness, rich color. Sourced from Karnataka. Great for soups, marinades. Attributes: non-GMO."
P0129,SpiceMaster,Coriander,Seeds,SpiceMaster Coriander Seeds 200g,200,0,Madhya Pradesh,4.43,19,10.04,"Coriander Seeds — earthy aroma, single-origin, handpicked quality. Sourced from Madhya Pradesh. Great for tadka, pickles. Attributes: steam-sterilized, stone-ground."
P0130,SpiceMaster,Cardamom,Green Pods,SpiceMaster Cardamom Green Pods 500g,500,0,Kerala,4.43,7,70.45,"Cardamom Green Pods — warm, nutty notes, aromatic sweetness, rich color. Sourced from Kerala. Great for grills. Attributes: steam-sterilized, stone-ground."
P0132,KeralaGold,Mustard,Yellow Seeds,KeralaGold Mustard Yellow Seeds 250g,250,0,Rajasthan,4.67,27,9.7,"Mustard Yellow Seeds — earthy aroma, sun-dried, ideal for marinades. Sourced from Rajasthan. Great for biryani. Attributes: non-GMO."
P0133,SpiceMaster,Bay Leaf,Whole,SpiceMaster Bay Leaf Whole 100g,100,0,West Bengal,4.77,12,4.15,"Bay Leaf Whole — warm, nutty notes, handpicked quality, rich color. Sourced from West Bengal. Great for desserts. Attributes: non-GMO, pesticide-free. Note: batch variability."
P0134,SpiceCraft,Star Anise,Whole,SpiceCraft Star Anise Whole 250g,250,0,Assam,4.43,17,24.1,"Star Anise Whole — small-batch crafted, rich color. Sourced from Assam. Great for biryani. Attributes: pesticide-free, stone-ground."
P0135,KeralaGold,Cumin,Seeds,KeralaGold Cumin Seeds 500g,500,0,Gujarat,4.26,11,25.75,"Cumin Seeds — sun-dried, warm, nutty notes. Sourced from Gujarat. Great for biryani. Attributes: organic."
P0136,DesiKitchen,Turmeric,Powder,DesiKitchen Turmeric Powder 50g,50,0,Kerala,4.08,16,4.11,"Turmeric Powder — ideal for marinades, bold heat, warm, nutty notes. Sourced from Kerala. Great for pickles. Attributes: organic, non-GMO."
P0137,KeralaGold,Coriander,Powder,KeralaGold Organic Coriander Powder 100g,100,1,Rajasthan,3.74,16,6.5,"Organic Coriander Powder — subtle citrus finish, bold heat. Sourced from Rajasthan. Great for biryani. Attributes: stone-ground, pesticide-free."
P0138,DesiKitchen,Black Pepper,Whole,DesiKitchen Organic Black Pepper Whole 200g,200,1,Kerala,3.62,10,25.54,"Organic Black Pepper Whole — vibrant hue, stone-ground texture. Sourced from Kerala. Great for soups. Attributes: stone-ground."
P0139,PureSpice,Turmeric,Powder,PureSpice Organic Turmeric Powder 200g,200,1,Maharashtra,3.94,41,16.64,"Organic Turmeric Powder — small-batch crafted, handpicked quality. Sourced from Maharashtra. Great for soups. Attributes: pesticide-free."
P0140,MasalaWorks,Cardamom,Green Pods,MasalaWorks Cardamom Green Pods 100g,100,0,Kerala,4.85,16,15.89,"Cardamom Green Pods — warm, nutty notes, handpicked quality, aromatic sweetness. Sourced from Kerala. Great for pickles, chai. Attributes: organic, non-GMO."
P0141,RoyalHarvest,Star Anise,Whole,RoyalHarvest Organic Star Anise Whole 75g,75,1,Assam,3.74,44,10.21,"Organic Star Anise Whole — sun-dried, subtle citrus finish. Sourced from Assam. Great for biryani. Attributes: pesticide-free, steam-sterilized."
P0142,MasalaWorks,Cinnamon,Powder,MasalaWorks Cinnamon Powder 75g,75,0,Sri Lanka,3.89,42,7.05,"Cinnamon Powder — stone-ground texture, sun-dried, earthy aroma. Sourced from Sri Lanka. Great for grills, biryani. Attributes: steam-sterilized."
P0144,PureSpice,Cumin,Powder,PureSpice Cumin Powder 200g,200,0,Rajasthan,4.13,5,10.87,"Cumin Powder — pungent and sharp, aromatic sweetness, bold heat. Sourced from Rajasthan. Great for soups, lentils. Attributes: stone-ground, non-GMO. Note: batch variability."
P0145,PureSpice,Red Chilli,Flakes,PureSpice Red Chilli Flakes 75g,75,0,Telangana,3.66,52,4.68,"Red Chilli Flakes — warm, nutty notes, subtle citrus finish. Sourced from Telangana. Great for lentils. Attributes: non-GMO, organic."
P0146,KeralaGold,Bay Leaf,Whole,KeralaGold Bay Leaf Whole 50g,50,0,West Bengal,3.93,18,2.49,"Bay Leaf Whole — rich color, handpicked quality, slow-roasted profile. Sourced from West Bengal. Great for biryani. Attributes: organic. Note: batch variability."
P0147,SpiceMaster,Clove,Whole,SpiceMaster Clove Whole 500g,500,0,Kerala,4.29,18,47.89,"Clove Whole — handpicked quality, rich color. Sourced from Kerala. Great for pickles, desserts. Attributes: steam-sterilized, stone-ground."
P0148,KeralaGold,Clove,Whole,KeralaGold Clove Whole 100g,100,0,Kerala,4.21,5,13.72,"Clove Whole — stone-ground texture, handpicked quality. Sourced from Kerala. Great for marinades, biryani. Attributes: stone-ground, organic. Note: batch variability."
P0151,PureSpice,Mustard,Yellow Seeds,PureSpice Mustard Yellow Seeds 200g,200,0,Haryana,3.76,11,7.96,"Mustard Yellow Seeds — aromatic sweetness, sun-dried. Sourced from Haryana. Great for chai, curries. Attributes: non-GMO, steam-sterilized."
P0152,RoyalHarvest,Clove,Whole,RoyalHarvest Clove Whole 200g,200,0,Tamil Nadu,4.32,107,25.67,"Clove Whole — subtle citrus finish, ideal for marinades, earthy aroma. Sourced from Tamil Nadu. Great for lentils, chai. Attributes: organic, steam-sterilized."
P0153,SpiceMaster,Bay Leaf,Whole,SpiceMaster Organic Bay Leaf Whole 500g,500,1,West Bengal,3.85,19,18.41,"Organic Bay Leaf Whole — vibrant hue, pungent and sharp, earthy aroma. Sourced from West Bengal. Great for marinades. Attributes: pesticide-free, stone-ground."
P0154,MasalaWorks,Cinnamon,Powder,MasalaWorks Cinnamon Powder 200g,200,0,Sri Lanka,4.07,23,20.12,"Cinnamon Powder — rich color, vibrant hue, slow-roasted profile. Sourced from Sri Lanka. Great for curries, marinades. Attributes: pesticide-free."
P0156,RoyalHarvest,Coriander,Powder,RoyalHarvest Coriander Powder 100g,100,0,Rajasthan,4.81,26,5.46,"Coriander Powder — small-batch crafted, slow-roasted profile, single-origin. Sourced from Rajasthan. Great for curries. Attributes: stone-ground, non-GMO."
P0157,PureSpice,Cinnamon,Quills,PureSpice Cinnamon Quills 100g,100,0,Sri Lanka,4.78,42,11.39,"Cinnamon Quills — aromatic sweetness, rich color. Sourced from Sri Lanka. Great for pickles. Attributes: organic, pesticide-free. Note: slightly uneven grind."
P0158,PureSpice,Mustard,Yellow Seeds,PureSpice Mustard Yellow Seeds 75g,75,0,Haryana,3.93,50,3.38,"Mustard Yellow Seeds — single-origin, warm, nutty notes. Sourced from Haryana. Great for desserts, tadka. Attributes: organic."
P0159,RoyalHarvest,Black Pepper,Whole,RoyalHarvest Black Pepper Whole 100g,100,0,Tamil Nadu,4.02,45,13.59,"Black Pepper Whole — handpicked quality, small-batch crafted, aromatic sweetness. Sourced from Tamil Nadu. Great for pickles, soups. Attributes: steam-sterilized, non-GMO. Note: color fades on cooking."
P0160,PureSpice,Star Anise,Whole,PureSpice Star Anise Whole 50g,50,0,Assam,4.32,6,6.31,"Star Anise Whole — sun-dried, vibrant hue. Sourced from Assam. Great for desserts, lentils. Attributes: organic, pesticide-free."
P0161,SpiceCraft,Fenugreek,Seeds,SpiceCraft Fenugreek Seeds 50g,50,0,Rajasthan,4.55,29,2.6,"Fenugreek Seeds — slow-roasted profile, rich color. Sourced from Rajasthan. Great for grills. Attributes: organic, steam-sterilized."
P0162,SpiceCraft,Garam Masala,Blend,SpiceCraft Organic Garam Masala Blend 500g,500,1,Punjab,4.52,36,38.95,"Organic Garam Masala Blend — pungent and sharp, sun-dried, single-origin. Sourced from Punjab. Great for lentils. Attributes: steam-sterilized. Note: slightly uneven grind."
P0163,KeralaGold,Cumin,Seeds,KeralaGold Cumin Seeds 250g,250,0,Gujarat,4.1,8,14.35,"Cumin Seeds — single-origin, stone-ground texture. Sourced from Gujarat. Great for biryani. Attributes: stone-ground."
P0165,RoyalHarvest,Star Anise,Whole,RoyalHarvest Star Anise Whole 100g,100,0,Assam,4.52,7,10.57,"Star Anise Whole — stone-ground texture, earthy aroma, aromatic sweetness. Sourced from Assam. Great for desserts, soups. Attributes: steam-sterilized, stone-ground."
P0166,DesiKitchen,Coriander,Seeds,DesiKitchen Coriander Seeds 100g,100,0,Madhya Pradesh,3.52,19,4.86,"Coriander Seeds — ideal for marinades, aromatic sweetness, bold heat. Sourced from Madhya Pradesh. Great for biryani, pickles. Attributes: organic, stone-ground."
P0167,KeralaGold,Turmeric,Powder,KeralaGold Turmeric Powder 250g,250,0,Kerala,3.92,33,19.5,"Turmeric Powder — ideal for marinades, slow-roasted profile. Sourced from Kerala. Great for biryani. Attributes: steam-sterilized."
P0168,SpiceCraft,Fenugreek,Leaves,SpiceCraft Fenugreek Leaves 100g,100,0,Madhya Pradesh,3.42,21,4.24,"Fenugreek Leaves — sun-dried, vibrant hue, small-batch crafted. Sourced from Madhya Pradesh. Great for marinades, lentils. Attributes: pesticide-free, stone-ground."
P0169,DesiKitchen,Mustard,Yellow Seeds,DesiKitchen Mustard Yellow Seeds 50g,50,0,Haryana,3.89,23,2.41,"Mustard Yellow Seeds — pungent and sharp, small-batch crafted. Sourced from Haryana. Great for soups. Attributes: organic."
P0170,KeralaGold,Fenugreek,Seeds,KeralaGold Fenugreek Seeds 100g,100,0,Rajasthan,4.94,14,5.49,"Fenugreek Seeds — sun-dried, pungent and sharp. Sourced from Rajasthan. Great for tadka. Attributes: steam-sterilized."
P0171,RoyalHarvest,Cumin,Seeds,RoyalHarvest Cumin Seeds 500g,500,0,Rajasthan,4.43,19,24.96,"Cumin Seeds — ideal for marinades, subtle citrus finish. Sourced from Rajasthan. Great for lentils, biryani. Attributes: steam-sterilized."
P0172,SpiceMaster,Star Anise,Whole,SpiceMaster Star Anise Whole 200g,200,0,Mizoram,4.36,9,22.26,"Star Anise Whole — rich color, handpicked quality, pungent and sharp. Sourced from Mizoram. Great for tadka. Attributes: steam-sterilized, stone-ground."
P0173,PureSpice,Cumin,Powder,PureSpice Cumin Powder 50g,50,0,Rajasthan,4.1,17,3.81,"Cumin Powder — aromatic sweetness, handpicked quality, warm, nutty notes. Sourced from Rajasthan. Great for lentils, chai. Attributes: organic, non-GMO. Note: limited aroma retention."
P0174,RoyalHarvest,Garam Masala,Blend,RoyalHarvest Garam Masala Blend 100g,100,0,Maharashtra,3.99,40,10.06,"Garam Masala Blend — sun-dried, single-origin, earthy aroma. Sourced from Maharashtra. Great for chai, tadka. Attributes: steam-sterilized."
P0177,PureSpice,Clove,Whole,PureSpice Clove Whole 100g,100,0,Kerala,4.48,22,13.72,"Clove Whole — sun-dried, single-origin, rich color. Sourced from Kerala. Great for marinades. Attributes: stone-ground."
P0178,DesiKitchen,Cumin,Powder,DesiKitchen Organic Cumin Powder 250g,250,1,Gujarat,4.14,41,13.11,"Organic Cumin Powder — bold heat, slow-roasted profile, pungent and sharp. Sourced from Gujarat. Great for chai. Attributes: organic, stone-ground."
P0179,AromaLeaf,Black Pepper,Whole,AromaLeaf Black Pepper Whole 250g,250,0,Tamil Nadu,4.05,38,30.6,"Black Pepper Whole — ideal for marinades, pungent and sharp. Sourced from Tamil Nadu. Great for lentils, chai. Attributes: steam-sterilized."
P0180,MasalaWorks,Star Anise,Whole,MasalaWorks Star Anise Whole 250g,250,0,Mizoram,4.24,53,22.17,"Star Anise Whole — slow-roasted profile, warm, nutty notes. Sourced from Mizoram. Great for tadka, biryani. Attributes: steam-sterilized, non-GMO. Note: color fades on cooking."
P0181,AromaLeaf,Black Pepper,Cracked,AromaLeaf Black Pepper Cracked 500g,500,0,Kerala,3.98,13,49.31,"Black Pepper Cracked — sun-dried, handpicked quality, subtle citrus finish. Sourced from Kerala. Great for grills. Attributes: non-GMO, stone-ground."
P0182,RoyalHarvest,Bay Leaf,Whole,RoyalHarvest Bay Leaf Whole 500g,500,0,Uttarakhand,3.69,36,16.56,"Bay Leaf Whole — ideal for marinades, handpicked quality. Sourced from Uttarakhand. Great for pickles. Attributes: pesticide-free."
P0185,RoyalHarvest,Cumin,Seeds,RoyalHarvest Organic Cumin Seeds 50g,50,1,Gujarat,5.0,25,4.17,"Organic Cumin Seeds — slow-roasted profile, ideal for marinades. Sourced from Gujarat. Great for soups, desserts. Attributes: non-GMO."
P0186,RoyalHarvest,Bay Leaf,Whole,RoyalHarvest Bay Leaf Whole 200g,200,0,Uttarakhand,4.24,36,6.9,"Bay Leaf Whole — stone-ground texture, handpicked quality, vibrant hue. Sourced from Uttarakhand. Great for grills, desserts. Attributes: pesticide-free, steam-sterilized."
P0187,AromaLeaf,Red Chilli,Flakes,AromaLeaf Red Chilli Flakes 75g,75,0,Telangana,4.99,39,5.49,"Red Chilli Flakes — subtle citrus finish, sun-dried. Sourced from Telangana. Great for chai. Attributes: organic, pesticide-free."
P0188,AromaLeaf,Cardamom,Green Pods,AromaLeaf Cardamom Green Pods 100g,100,0,Karnataka,4.63,55,18.98,"Cardamom Green Pods — ideal for marinades, small-batch crafted, subtle citrus finish. Sourced from Karnataka. Great for lentils. Attributes: steam-sterilized."
P0189,SpiceCraft,Turmeric,Powder,SpiceCraft Organic Turmeric Powder 200g,200,1,Maharashtra,4.22,13,16.19,"Organic Turmeric Powder — aromatic sweetness, ideal for marinades. Sourced from Maharashtra. Great for grills, biryani. Attributes: pesticide-free, steam-sterilized. Note: color fades on cooking."
P0190,SpiceCraft,Mustard,Yellow Seeds,SpiceCraft Mustard Yellow Seeds 200g,200,0,Haryana,4.39,22,7.12,"Mustard Yellow Seeds — stone-ground texture, vibrant hue, aromatic sweetness. Sourced from Haryana. Great for chai, biryani. Attributes: steam-sterilized, stone-ground."
P0194,SpiceCraft,Coriander,Powder,SpiceCraft Coriander Powder 100g,100,0,Rajasthan,4.34,30,5.3,"Coriander Powder — earthy aroma, handpicked quality. Sourced from Rajasthan. Great for marinades, tadka. Attributes: non-GMO, organic."
P0196,SpiceCraft,Cardamom,Green Pods,SpiceCraft Cardamom Green Pods 100g,100,0,Kerala,3.76,73,16.23,"Cardamom Green Pods — subtle citrus finish, sun-dried. Sourced from Kerala. Great for lentils, chai. Attributes: stone-ground, steam-sterilized. Note: limited aroma retention."
P0197,MasalaWorks,Fenugreek,Leaves,MasalaWorks Fenugreek Leaves 250g,250,0,Rajasthan,4.39,5,10.19,"Fenugreek Leaves — ideal for marinades, warm, nutty notes, small-batch crafted. Sourced from Rajasthan. Great for tadka, marinades. Attributes: stone-ground."
P0198,KeralaGold,Mustard,Yellow Seeds,KeralaGold Mustard Yellow Seeds 75g,75,0,Rajasthan,4.81,21,3.46,"Mustard Yellow Seeds — subtle citrus finish, rich color, stone-ground texture. Sourced from Rajasthan. Great for tadka, marinades. Attributes: pesticide-free."
P0200,PureSpice,Fenugreek,Leaves,PureSpice Organic Fenugreek Leaves 500g,500,1,Rajasthan,4.89,14,22.94,"Organic Fenugreek Leaves — small-batch crafted, aromatic sweetness. Sourced from Rajasthan. Great for soups. Attributes: organic."
